Fecha,Ciudad,Campaña,Categoría,Producto,Talla,Color,Unidades_Vendidas,Precio_Unitario,Ingresos,Devolución
2025-01-18,Vitoria,Rebajas,Chaquetas,Plumífero,42,Azul,3,150,450,No
2025-01-05,Vitoria,Publicidad,Sportwear,Camisetas,42,Blanco,5,30,150,Sí
2025-01-21,Donostia,Publicidad,Pantalones,Chándal,40,Verde,3,60,180,No
2025-01-09,Vitoria,Rebajas,Calzado,Botas,M,Azul,2,110,220,No
2025-01-11,Pamplona,Publicidad,Sportwear,Térmica,S,Azul,2,55,110,No
2025-01-10,Pamplona,Publicidad,Pantalones,Chándal,40,Negro,4,60,240,Sí
2025-01-13,Donostia,Rebajas,Calzado,Zapatillas,38,Blanco,2,75,150,No
2025-01-20,Donostia,Publicidad,Pantalones,Chándal,XL,Negro,4,60,240,No
2025-01-21,Donostia,Rebajas,Jerseys,Forro Polar,40,Gris,1,80,80,No
2025-01-24,Bilbao,Publicidad,Sportwear,Térmica,42,Rojo,2,55,110,Sí
2025-01-07,Bilbao,Publicidad,Chaquetas,Anorak,XL,Verde,2,120,240,Sí
2025-01-24,Vitoria,Publicidad,Calzado,Zapatillas,L,Negro,5,75,375,No
2025-01-06,Vitoria,Rebajas,Pantalones,Chándal,40,Rojo,1,60,60,No
2025-01-23,Vitoria,Publicidad,Calzado,Botas,40,Blanco,4,110,440,No
2025-01-13,Bilbao,Rebajas,Pantalones,Montaña,42,Gris,3,90,270,Sí
2025-01-22,Vitoria,Rebajas,Jerseys,Forro Polar,S,Verde,5,80,400,No
2025-01-19,Vitoria,Publicidad,Sportwear,Térmica,38,Gris,2,55,110,No
2025-01-07,Vitoria,Publicidad,Calzado,Botas,40,Rojo,4,110,440,Sí
2025-01-28,Pamplona,Publicidad,Jerseys,Chaqueta de Lana,XL,Gris,2,130,260,No
2025-01-06,Bilbao,Publicidad,Chaquetas,Anorak,M,Gris,1,120,120,Sí
2025-01-05,Bilbao,Rebajas,Pantalones,Montaña,44,Verde,2,90,180,No
2025-01-07,Pamplona,Rebajas,Sportwear,Térmica,44,Rojo,3,55,165,Sí
2025-01-01,Bilbao,Publicidad,Pantalones,Montaña,40,Verde,5,90,450,Sí
2025-01-14,Donostia,Rebajas,Calzado,Zapatillas,S,Gris,4,75,300,No
2025-01-04,Donostia,Rebajas,Calzado,Zapatillas,L,Rojo,5,75,375,Sí
2025-01-24,Vitoria,Rebajas,Chaquetas,Plumífero,L,Negro,1,150,150,No
2025-01-14,Pamplona,Publicidad,Chaquetas,Plumífero,40,Rojo,2,150,300,Sí
2025-01-09,Pamplona,Rebajas,Pantalones,Chándal,M,Gris,2,60,120,Sí
2025-01-22,Donostia,Publicidad,Calzado,Botas,38,Azul,3,110,330,Sí
2025-01-05,Vitoria,Publicidad,Chaquetas,Anorak,S,Azul,4,120,480,No
2025-01-16,Vitoria,Publicidad,Calzado,Sandalias,L,Rojo,5,40,200,No
2025-01-01,Pamplona,Publicidad,Chaquetas,Plumífero,S,Rojo,4,150,600,No
2025-01-09,Pamplona,Publicidad,Calzado,Zapatillas,42,Gris,4,75,300,Sí
2025-01-26,Bilbao,Rebajas,Jerseys,Chaqueta de Lana,XL,Negro,4,130,520,No
2025-01-08,Pamplona,Publicidad,Calzado,Botas,S,Verde,2,110,220,No
2025-01-01,Vitoria,Rebajas,Pantalones,Montaña,38,Blanco,2,90,180,Sí
2025-01-20,Donostia,Publicidad,Sportwear,Térmica,XL,Verde,3,55,165,Sí
2025-01-14,Pamplona,Rebajas,Sportwear,Mallas,S,Gris,5,45,225,Sí
2025-01-22,Pamplona,Rebajas,Chaquetas,Anorak,38,Azul,5,120,600,No
2025-01-24,Pamplona,Rebajas,Jerseys,Forro Polar,42,Verde,5,80,400,Sí
2025-01-07,Pamplona,Publicidad,Sportwear,Térmica,L,Blanco,4,55,220,No
2025-01-10,Pamplona,Publicidad,Jerseys,Forro Polar,40,Gris,5,80,400,No
2025-01-18,Bilbao,Rebajas,Chaquetas,Anorak,42,Negro,1,120,120,Sí
2025-01-14,Pamplona,Rebajas,Chaquetas,Plumífero,S,Blanco,5,150,750,No
2025-01-22,Pamplona,Rebajas,Chaquetas,Plumífero,M,Gris,3,150,450,No
2025-01-16,Donostia,Publicidad,Pantalones,Montaña,XL,Blanco,1,90,90,Sí
2025-01-07,Donostia,Publicidad,Pantalones,Montaña,42,Gris,1,90,90,Sí
2025-01-24,Donostia,Publicidad,Sportwear,Térmica,38,Gris,3,55,165,No
2025-01-24,Pamplona,Publicidad,Sportwear,Mallas,M,Rojo,3,45,135,No
2025-01-22,Vitoria,Rebajas,Sportwear,Térmica,M,Azul,4,55,220,No
2025-01-13,Bilbao,Publicidad,Calzado,Zapatillas,40,Blanco,2,75,150,No
2025-01-18,Pamplona,Rebajas,Calzado,Sandalias,M,Rojo,2,40,80,No
2025-01-04,Bilbao,Publicidad,Calzado,Botas,44,Gris,4,110,440,No
2025-01-27,Donostia,Publicidad,Calzado,Zapatillas,S,Verde,4,75,300,No
2025-01-24,Bilbao,Publicidad,Calzado,Zapatillas,L,Negro,5,75,375,No
2025-01-24,Pamplona,Publicidad,Chaquetas,Plumífero,M,Gris,2,150,300,No
2025-01-22,Donostia,Publicidad,Sportwear,Camisetas,40,Gris,3,30,90,No
2025-01-10,Bilbao,Rebajas,Calzado,Botas,42,Azul,3,110,330,Sí
2025-01-14,Vitoria,Rebajas,Chaquetas,Plumífero,42,Blanco,5,150,750,Sí
2025-01-13,Bilbao,Publicidad,Chaquetas,Plumífero,M,Negro,5,150,750,No
2025-01-26,Donostia,Rebajas,Calzado,Zapatillas,XL,Rojo,1,75,75,Sí
2025-01-12,Vitoria,Rebajas,Calzado,Zapatillas,40,Verde,3,75,225,Sí
2025-01-14,Donostia,Rebajas,Sportwear,Mallas,38,Rojo,1,45,45,No
2025-01-11,Pamplona,Publicidad,Chaquetas,Anorak,S,Verde,2,120,240,No
2025-01-03,Pamplona,Rebajas,Sportwear,Térmica,S,Negro,1,55,55,Sí
2025-01-15,Bilbao,Publicidad,Chaquetas,Anorak,40,Blanco,4,120,480,Sí
2025-01-16,Bilbao,Rebajas,Chaquetas,Anorak,L,Rojo,5,120,600,Sí
2025-01-11,Donostia,Publicidad,Calzado,Sandalias,M,Verde,5,40,200,Sí
2025-01-13,Donostia,Publicidad,Calzado,Sandalias,40,Blanco,3,40,120,Sí
2025-01-15,Bilbao,Rebajas,Sportwear,Camisetas,M,Blanco,5,30,150,No
2025-01-23,Vitoria,Rebajas,Sportwear,Mallas,S,Rojo,4,45,180,No
2025-01-05,Donostia,Rebajas,Jerseys,Forro Polar,38,Blanco,4,80,320,Sí
2025-01-01,Pamplona,Publicidad,Pantalones,Chándal,44,Rojo,1,60,60,No
2025-01-27,Vitoria,Publicidad,Sportwear,Térmica,38,Verde,1,55,55,No
2025-01-10,Donostia,Publicidad,Jerseys,Chaqueta de Lana,L,Negro,5,130,650,Sí
2025-01-03,Donostia,Rebajas,Sportwear,Mallas,S,Gris,3,45,135,No
2025-01-28,Pamplona,Rebajas,Jerseys,Forro Polar,M,Azul,3,80,240,No
2025-01-02,Bilbao,Rebajas,Pantalones,Montaña,40,Blanco,3,90,270,Sí
2025-01-27,Donostia,Publicidad,Sportwear,Mallas,44,Verde,4,45,180,No
2025-01-24,Donostia,Rebajas,Sportwear,Camisetas,S,Verde,5,30,150,No
2025-01-21,Bilbao,Publicidad,Calzado,Sandalias,L,Gris,2,40,80,Sí
2025-01-25,Donostia,Publicidad,Jerseys,Chaqueta de Lana,S,Negro,3,130,390,No
2025-01-05,Pamplona,Rebajas,Calzado,Sandalias,38,Gris,1,40,40,Sí
2025-01-20,Bilbao,Publicidad,Chaquetas,Anorak,44,Gris,3,120,360,Sí
2025-01-12,Pamplona,Rebajas,Calzado,Sandalias,38,Gris,4,40,160,No
2025-01-15,Bilbao,Publicidad,Pantalones,Chándal,44,Verde,5,60,300,No
2025-01-01,Pamplona,Publicidad,Chaquetas,Anorak,40,Azul,4,120,480,No
2025-01-09,Bilbao,Publicidad,Jerseys,Forro Polar,42,Azul,4,80,320,No
2025-01-02,Donostia,Publicidad,Pantalones,Chándal,L,Rojo,4,60,240,No
2025-01-08,Pamplona,Rebajas,Chaquetas,Plumífero,XL,Rojo,4,150,600,Sí
2025-01-28,Donostia,Rebajas,Chaquetas,Plumífero,40,Rojo,1,150,150,No
2025-01-10,Vitoria,Publicidad,Jerseys,Forro Polar,S,Blanco,2,80,160,No
2025-01-20,Vitoria,Publicidad,Calzado,Sandalias,40,Blanco,4,40,160,No
2025-01-28,Pamplona,Rebajas,Sportwear,Mallas,M,Rojo,2,45,90,Sí
2025-01-11,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,44,Azul,3,130,390,No
2025-01-17,Bilbao,Rebajas,Sportwear,Mallas,42,Verde,1,45,45,Sí
2025-01-19,Donostia,Rebajas,Chaquetas,Plumífero,XL,Verde,4,150,600,No
2025-01-25,Pamplona,Publicidad,Sportwear,Térmica,M,Negro,5,55,275,No
2025-01-01,Bilbao,Rebajas,Sportwear,Camisetas,M,Azul,4,30,120,No
2025-01-02,Vitoria,Publicidad,Chaquetas,Plumífero,38,Gris,4,150,600,No
2025-01-06,Donostia,Rebajas,Jerseys,Forro Polar,38,Azul,2,80,160,No
2025-01-27,Vitoria,Publicidad,Jerseys,Forro Polar,38,Negro,5,80,400,No
2025-01-22,Vitoria,Rebajas,Calzado,Zapatillas,S,Blanco,2,75,150,Sí
2025-01-16,Bilbao,Publicidad,Chaquetas,Anorak,M,Negro,5,120,600,Sí
2025-01-09,Donostia,Publicidad,Pantalones,Chándal,38,Rojo,5,60,300,Sí
2025-01-26,Donostia,Publicidad,Jerseys,Chaqueta de Lana,L,Azul,2,130,260,No
2025-01-03,Donostia,Rebajas,Sportwear,Camisetas,XL,Negro,1,30,30,Sí
2025-01-17,Donostia,Publicidad,Chaquetas,Plumífero,XL,Verde,4,150,600,No
2025-01-21,Pamplona,Publicidad,Sportwear,Térmica,38,Verde,3,55,165,No
2025-01-19,Vitoria,Rebajas,Calzado,Sandalias,42,Negro,4,40,160,No
2025-01-04,Donostia,Rebajas,Pantalones,Montaña,L,Verde,5,90,450,Sí
2025-01-09,Bilbao,Publicidad,Calzado,Botas,S,Verde,1,110,110,No
2025-01-13,Bilbao,Rebajas,Sportwear,Térmica,42,Negro,1,55,55,Sí
2025-01-02,Vitoria,Publicidad,Calzado,Sandalias,42,Verde,1,40,40,No
2025-01-10,Vitoria,Publicidad,Calzado,Botas,S,Verde,2,110,220,No
2025-01-06,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,38,Verde,3,130,390,No
2025-01-15,Bilbao,Publicidad,Jerseys,Forro Polar,44,Gris,3,80,240,No
2025-01-11,Donostia,Publicidad,Pantalones,Montaña,L,Azul,5,90,450,No
2025-01-24,Bilbao,Rebajas,Jerseys,Forro Polar,42,Rojo,5,80,400,No
2025-01-25,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,38,Blanco,4,130,520,Sí
2025-01-17,Bilbao,Publicidad,Sportwear,Mallas,38,Rojo,5,45,225,No
2025-01-18,Donostia,Publicidad,Jerseys,Chaqueta de Lana,XL,Blanco,2,130,260,No
2025-01-26,Donostia,Rebajas,Sportwear,Mallas,XL,Rojo,1,45,45,No
2025-01-15,Pamplona,Rebajas,Calzado,Zapatillas,40,Blanco,3,75,225,Sí
2025-01-13,Pamplona,Publicidad,Chaquetas,Anorak,44,Verde,3,120,360,No
2025-01-14,Bilbao,Publicidad,Calzado,Sandalias,38,Blanco,3,40,120,Sí
2025-01-02,Vitoria,Publicidad,Calzado,Sandalias,42,Verde,4,40,160,Sí
2025-01-01,Bilbao,Publicidad,Jerseys,Forro Polar,M,Negro,3,80,240,No
2025-01-07,Bilbao,Rebajas,Chaquetas,Plumífero,42,Blanco,3,150,450,No
2025-01-07,Donostia,Rebajas,Sportwear,Mallas,44,Negro,2,45,90,Sí
2025-01-11,Vitoria,Rebajas,Sportwear,Mallas,S,Verde,4,45,180,No
2025-01-22,Donostia,Rebajas,Calzado,Sandalias,44,Negro,3,40,120,No
2025-01-14,Donostia,Rebajas,Jerseys,Forro Polar,S,Azul,1,80,80,Sí
2025-01-12,Pamplona,Rebajas,Calzado,Sandalias,M,Verde,2,40,80,No
2025-01-19,Pamplona,Rebajas,Calzado,Botas,44,Negro,3,110,330,No
2025-01-14,Donostia,Rebajas,Pantalones,Montaña,L,Verde,3,90,270,Sí
2025-01-20,Donostia,Publicidad,Sportwear,Camisetas,S,Rojo,4,30,120,No
2025-01-15,Bilbao,Publicidad,Chaquetas,Anorak,44,Negro,1,120,120,Sí
2025-01-19,Bilbao,Publicidad,Chaquetas,Plumífero,42,Blanco,2,150,300,No
2025-01-16,Pamplona,Publicidad,Calzado,Botas,S,Blanco,2,110,220,Sí
2025-01-23,Pamplona,Publicidad,Pantalones,Montaña,XL,Negro,1,90,90,No
2025-01-14,Donostia,Rebajas,Pantalones,Montaña,M,Gris,5,90,450,No
2025-01-11,Pamplona,Rebajas,Calzado,Zapatillas,42,Rojo,2,75,150,Sí
2025-01-02,Bilbao,Rebajas,Calzado,Zapatillas,L,Azul,5,75,375,No
2025-01-12,Bilbao,Publicidad,Chaquetas,Plumífero,M,Rojo,2,150,300,Sí
2025-01-12,Donostia,Publicidad,Jerseys,Chaqueta de Lana,M,Negro,3,130,390,Sí
2025-01-13,Bilbao,Rebajas,Calzado,Zapatillas,M,Azul,5,75,375,No
2025-01-28,Vitoria,Publicidad,Calzado,Zapatillas,M,Verde,4,75,300,Sí
2025-01-10,Pamplona,Rebajas,Calzado,Sandalias,44,Blanco,1,40,40,Sí
2025-01-05,Donostia,Publicidad,Jerseys,Forro Polar,40,Gris,4,80,320,No
2025-01-17,Bilbao,Rebajas,Calzado,Zapatillas,XL,Azul,2,75,150,Sí
2025-01-14,Vitoria,Rebajas,Jerseys,Forro Polar,XL,Rojo,1,80,80,Sí
2025-01-13,Pamplona,Publicidad,Chaquetas,Plumífero,M,Negro,4,150,600,No
2025-01-08,Donostia,Publicidad,Calzado,Zapatillas,L,Blanco,3,75,225,Sí
2025-01-19,Donostia,Publicidad,Calzado,Botas,44,Verde,5,110,550,Sí
2025-01-15,Vitoria,Publicidad,Calzado,Sandalias,42,Azul,2,40,80,Sí
2025-01-05,Pamplona,Rebajas,Calzado,Botas,XL,Rojo,4,110,440,No
2025-01-02,Donostia,Publicidad,Calzado,Zapatillas,40,Gris,1,75,75,No
2025-01-16,Donostia,Publicidad,Pantalones,Montaña,38,Blanco,1,90,90,Sí
2025-01-19,Donostia,Rebajas,Calzado,Zapatillas,L,Blanco,1,75,75,No
2025-01-17,Donostia,Publicidad,Chaquetas,Plumífero,44,Verde,5,150,750,No
2025-01-11,Bilbao,Publicidad,Pantalones,Montaña,42,Blanco,3,90,270,Sí
2025-01-15,Pamplona,Publicidad,Chaquetas,Anorak,44,Rojo,1,120,120,Sí
2025-01-17,Vitoria,Publicidad,Calzado,Botas,M,Negro,3,110,330,No
2025-01-18,Donostia,Rebajas,Pantalones,Chándal,M,Rojo,4,60,240,No
2025-01-15,Bilbao,Rebajas,Pantalones,Chándal,44,Negro,4,60,240,No
2025-01-01,Pamplona,Rebajas,Chaquetas,Plumífero,44,Gris,4,150,600,No
2025-01-28,Vitoria,Rebajas,Calzado,Botas,42,Negro,2,110,220,No
2025-01-15,Bilbao,Rebajas,Chaquetas,Plumífero,L,Blanco,5,150,750,Sí
2025-01-02,Pamplona,Rebajas,Chaquetas,Anorak,XL,Gris,1,120,120,No
2025-01-02,Vitoria,Publicidad,Chaquetas,Anorak,L,Rojo,2,120,240,Sí
2025-01-07,Bilbao,Rebajas,Pantalones,Montaña,38,Negro,3,90,270,Sí
2025-01-13,Pamplona,Publicidad,Chaquetas,Plumífero,L,Negro,2,150,300,No
2025-01-09,Donostia,Rebajas,Calzado,Sandalias,M,Azul,2,40,80,Sí
2025-01-10,Bilbao,Rebajas,Chaquetas,Plumífero,XL,Azul,5,150,750,Sí
2025-01-20,Donostia,Rebajas,Jerseys,Forro Polar,M,Azul,1,80,80,Sí
2025-01-06,Donostia,Publicidad,Calzado,Sandalias,44,Blanco,3,40,120,No
2025-01-11,Pamplona,Rebajas,Calzado,Botas,XL,Rojo,3,110,330,No
2025-01-03,Donostia,Rebajas,Pantalones,Montaña,L,Blanco,1,90,90,Sí
2025-01-18,Vitoria,Publicidad,Chaquetas,Anorak,38,Gris,4,120,480,Sí
2025-01-25,Pamplona,Publicidad,Pantalones,Montaña,L,Azul,4,90,360,Sí
2025-01-18,Bilbao,Rebajas,Chaquetas,Anorak,L,Verde,3,120,360,Sí
2025-01-04,Pamplona,Publicidad,Pantalones,Montaña,42,Negro,2,90,180,Sí
2025-01-28,Donostia,Rebajas,Sportwear,Mallas,M,Negro,4,45,180,Sí
2025-01-28,Donostia,Rebajas,Calzado,Botas,40,Gris,3,110,330,Sí
2025-01-05,Pamplona,Publicidad,Sportwear,Térmica,M,Negro,5,55,275,Sí
2025-01-17,Vitoria,Publicidad,Jerseys,Forro Polar,S,Blanco,1,80,80,No
2025-01-05,Donostia,Rebajas,Sportwear,Camisetas,40,Rojo,4,30,120,Sí
2025-01-06,Pamplona,Rebajas,Jerseys,Chaqueta de Lana,42,Negro,4,130,520,No
2025-01-19,Vitoria,Rebajas,Chaquetas,Anorak,M,Azul,2,120,240,Sí
2025-01-18,Bilbao,Rebajas,Sportwear,Camisetas,M,Blanco,1,30,30,No
2025-01-14,Pamplona,Publicidad,Sportwear,Térmica,L,Verde,3,55,165,No
2025-01-04,Donostia,Rebajas,Sportwear,Térmica,44,Negro,1,55,55,Sí
2025-01-21,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,S,Azul,5,130,650,Sí
2025-01-27,Bilbao,Rebajas,Calzado,Sandalias,44,Gris,3,40,120,No
2025-01-19,Pamplona,Rebajas,Calzado,Botas,38,Verde,1,110,110,No
2025-01-04,Donostia,Publicidad,Chaquetas,Plumífero,XL,Rojo,4,150,600,Sí
2025-01-18,Donostia,Rebajas,Calzado,Sandalias,L,Blanco,4,40,160,Sí
2025-01-21,Vitoria,Rebajas,Pantalones,Montaña,S,Verde,2,90,180,No
2025-01-28,Donostia,Publicidad,Jerseys,Chaqueta de Lana,44,Blanco,3,130,390,No
2025-01-17,Pamplona,Rebajas,Chaquetas,Anorak,44,Azul,3,120,360,No
2025-01-20,Donostia,Publicidad,Calzado,Sandalias,40,Azul,1,40,40,No
2025-01-19,Pamplona,Publicidad,Chaquetas,Anorak,42,Azul,2,120,240,Sí
2025-01-26,Donostia,Publicidad,Calzado,Sandalias,XL,Verde,5,40,200,Sí
2025-01-07,Vitoria,Publicidad,Chaquetas,Plumífero,L,Negro,5,150,750,No
2025-01-23,Vitoria,Publicidad,Sportwear,Térmica,44,Negro,3,55,165,Sí
2025-01-21,Vitoria,Publicidad,Jerseys,Forro Polar,L,Blanco,2,80,160,No
2025-01-25,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,40,Azul,5,130,650,No
2025-01-28,Donostia,Rebajas,Sportwear,Térmica,XL,Gris,4,55,220,No
2025-01-06,Donostia,Rebajas,Calzado,Sandalias,XL,Rojo,2,40,80,Sí
2025-01-21,Donostia,Publicidad,Sportwear,Mallas,44,Negro,4,45,180,Sí
2025-01-05,Vitoria,Rebajas,Calzado,Zapatillas,M,Gris,3,75,225,Sí
2025-01-26,Donostia,Rebajas,Chaquetas,Anorak,38,Blanco,2,120,240,No
2025-01-11,Donostia,Rebajas,Sportwear,Térmica,S,Azul,2,55,110,Sí
2025-01-26,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,44,Azul,3,130,390,Sí
2025-01-18,Vitoria,Publicidad,Calzado,Zapatillas,L,Verde,3,75,225,Sí
2025-01-06,Donostia,Publicidad,Pantalones,Chándal,XL,Blanco,2,60,120,Sí
2025-01-11,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,S,Negro,4,130,520,No
2025-01-12,Vitoria,Publicidad,Sportwear,Camisetas,40,Negro,1,30,30,No
2025-01-08,Vitoria,Rebajas,Sportwear,Camisetas,XL,Gris,5,30,150,Sí
2025-01-05,Vitoria,Rebajas,Calzado,Zapatillas,XL,Verde,2,75,150,No
2025-01-21,Pamplona,Publicidad,Sportwear,Térmica,S,Negro,4,55,220,Sí
2025-01-13,Donostia,Rebajas,Sportwear,Térmica,XL,Blanco,1,55,55,No
2025-01-25,Vitoria,Rebajas,Sportwear,Mallas,M,Gris,5,45,225,No
2025-01-11,Pamplona,Publicidad,Calzado,Botas,L,Verde,1,110,110,Sí
2025-01-13,Bilbao,Publicidad,Chaquetas,Anorak,M,Blanco,4,120,480,No
2025-01-23,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,M,Verde,5,130,650,Sí
2025-01-22,Pamplona,Rebajas,Calzado,Sandalias,S,Gris,1,40,40,No
2025-01-04,Bilbao,Publicidad,Pantalones,Montaña,XL,Gris,5,90,450,Sí
2025-01-17,Bilbao,Rebajas,Calzado,Sandalias,L,Blanco,5,40,200,No
2025-01-07,Bilbao,Rebajas,Calzado,Sandalias,XL,Gris,5,40,200,Sí
2025-01-24,Vitoria,Publicidad,Calzado,Zapatillas,44,Gris,3,75,225,Sí
2025-01-18,Donostia,Publicidad,Pantalones,Chándal,M,Negro,5,60,300,Sí
2025-01-24,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,38,Gris,5,130,650,No
2025-01-27,Pamplona,Rebajas,Calzado,Botas,L,Rojo,3,110,330,Sí
2025-01-12,Vitoria,Rebajas,Sportwear,Térmica,XL,Verde,2,55,110,No
2025-01-27,Vitoria,Publicidad,Pantalones,Chándal,40,Azul,1,60,60,No
2025-01-17,Pamplona,Rebajas,Sportwear,Térmica,S,Rojo,3,55,165,Sí
2025-01-15,Bilbao,Publicidad,Pantalones,Montaña,M,Azul,5,90,450,Sí
2025-01-19,Vitoria,Publicidad,Sportwear,Camisetas,XL,Negro,5,30,150,Sí
2025-01-17,Pamplona,Publicidad,Chaquetas,Plumífero,40,Gris,2,150,300,Sí
2025-01-21,Bilbao,Publicidad,Calzado,Botas,XL,Verde,3,110,330,No
2025-01-20,Bilbao,Rebajas,Sportwear,Térmica,XL,Verde,3,55,165,Sí
2025-01-05,Vitoria,Publicidad,Sportwear,Térmica,L,Negro,2,55,110,Sí
2025-01-03,Donostia,Rebajas,Chaquetas,Anorak,M,Verde,1,120,120,No
2025-01-08,Donostia,Rebajas,Jerseys,Chaqueta de Lana,44,Azul,5,130,650,Sí
2025-01-11,Bilbao,Publicidad,Chaquetas,Plumífero,42,Blanco,5,150,750,Sí
2025-01-12,Pamplona,Publicidad,Jerseys,Chaqueta de Lana,M,Blanco,1,130,130,Sí
2025-01-23,Donostia,Publicidad,Calzado,Sandalias,L,Azul,3,40,120,No
2025-01-04,Pamplona,Publicidad,Calzado,Botas,S,Gris,4,110,440,No
2025-01-15,Donostia,Rebajas,Sportwear,Camisetas,44,Gris,5,30,150,Sí
2025-01-10,Donostia,Rebajas,Pantalones,Montaña,XL,Negro,5,90,450,No
2025-01-02,Donostia,Rebajas,Chaquetas,Anorak,XL,Rojo,5,120,600,Sí
2025-01-16,Vitoria,Rebajas,Sportwear,Camisetas,44,Rojo,2,30,60,Sí
2025-01-27,Bilbao,Rebajas,Chaquetas,Anorak,M,Negro,1,120,120,No
2025-01-15,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,44,Rojo,2,130,260,Sí
2025-01-25,Donostia,Rebajas,Chaquetas,Anorak,40,Blanco,2,120,240,No
2025-01-15,Donostia,Rebajas,Sportwear,Térmica,XL,Gris,2,55,110,No
2025-01-21,Donostia,Rebajas,Sportwear,Camisetas,40,Gris,5,30,150,No
2025-01-16,Bilbao,Rebajas,Chaquetas,Plumífero,44,Gris,3,150,450,Sí
2025-01-20,Vitoria,Rebajas,Jerseys,Forro Polar,44,Gris,1,80,80,No
2025-01-22,Donostia,Rebajas,Calzado,Botas,S,Blanco,2,110,220,No
2025-01-01,Pamplona,Publicidad,Jerseys,Forro Polar,44,Negro,1,80,80,No
2025-01-11,Bilbao,Rebajas,Calzado,Botas,44,Rojo,5,110,550,Sí
2025-01-14,Pamplona,Publicidad,Calzado,Sandalias,44,Blanco,1,40,40,No
2025-01-28,Vitoria,Rebajas,Calzado,Zapatillas,44,Gris,4,75,300,No
2025-01-21,Bilbao,Rebajas,Jerseys,Forro Polar,S,Verde,2,80,160,Sí
2025-01-15,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,38,Negro,4,130,520,Sí
2025-01-04,Bilbao,Rebajas,Pantalones,Chándal,M,Negro,1,60,60,Sí
2025-01-16,Pamplona,Rebajas,Sportwear,Térmica,S,Azul,1,55,55,Sí
2025-01-10,Pamplona,Rebajas,Calzado,Botas,M,Gris,5,110,550,No
2025-01-10,Bilbao,Rebajas,Calzado,Zapatillas,M,Negro,2,75,150,Sí
2025-01-10,Donostia,Publicidad,Sportwear,Mallas,42,Negro,3,45,135,No
2025-01-13,Vitoria,Publicidad,Calzado,Sandalias,42,Gris,1,40,40,No
2025-01-15,Pamplona,Publicidad,Sportwear,Térmica,40,Negro,1,55,55,Sí
2025-01-02,Vitoria,Publicidad,Jerseys,Forro Polar,40,Gris,5,80,400,Sí
2025-01-04,Vitoria,Rebajas,Sportwear,Térmica,L,Negro,4,55,220,Sí
2025-01-14,Donostia,Publicidad,Sportwear,Camisetas,M,Negro,4,30,120,No
2025-01-03,Bilbao,Publicidad,Sportwear,Mallas,S,Negro,1,45,45,No
2025-01-07,Pamplona,Publicidad,Sportwear,Camisetas,XL,Negro,4,30,120,No
2025-01-10,Pamplona,Rebajas,Calzado,Sandalias,M,Blanco,4,40,160,Sí
2025-01-25,Pamplona,Rebajas,Chaquetas,Plumífero,M,Gris,1,150,150,Sí
2025-01-13,Vitoria,Publicidad,Jerseys,Chaqueta de Lana,40,Blanco,3,130,390,Sí
2025-01-13,Vitoria,Publicidad,Sportwear,Mallas,L,Rojo,4,45,180,Sí
2025-01-23,Bilbao,Publicidad,Jerseys,Chaqueta de Lana,38,Verde,1,130,130,Sí
2025-01-02,Pamplona,Rebajas,Jerseys,Forro Polar,38,Gris,4,80,320,No
2025-01-18,Donostia,Publicidad,Calzado,Botas,M,Blanco,5,110,550,Sí
2025-01-22,Bilbao,Publicidad,Sportwear,Camisetas,S,Negro,4,30,120,Sí
2025-01-12,Pamplona,Publicidad,Chaquetas,Plumífero,42,Negro,5,150,750,Sí
2025-01-10,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,44,Blanco,4,130,520,No
2025-01-19,Donostia,Publicidad,Pantalones,Montaña,M,Gris,1,90,90,No
2025-01-05,Pamplona,Rebajas,Sportwear,Mallas,M,Azul,4,45,180,No
2025-01-27,Vitoria,Rebajas,Jerseys,Chaqueta de Lana,L,Rojo,3,130,390,No
2025-01-16,Donostia,Rebajas,Calzado,Sandalias,L,Azul,4,40,160,No
2025-01-27,Vitoria,Publicidad,Chaquetas,Anorak,S,Rojo,2,120,240,Sí
2025-01-15,Pamplona,Publicidad,Sportwear,Camisetas,42,Gris,4,30,120,Sí
2025-01-03,Vitoria,Rebajas,Calzado,Sandalias,42,Verde,3,40,120,No
2025-01-22,Pamplona,Publicidad,Sportwear,Camisetas,40,Azul,3,30,90,Sí
2025-01-19,Vitoria,Publicidad,Pantalones,Chándal,42,Rojo,2,60,120,Sí
2025-01-25,Vitoria,Rebajas,Sportwear,Camisetas,38,Blanco,1,30,30,Sí
2025-01-12,Pamplona,Rebajas,Calzado,Zapatillas,XL,Blanco,5,75,375,No
2025-01-27,Bilbao,Publicidad,Sportwear,Camisetas,42,Blanco,2,30,60,No
